,ngày,đóng_cửa,thay_đổi,phần_trăm,Mở_cửa,Cao_nhất,Thấp_nhất,Tổng_KLGD,Tổng_GTGD
0,02/07/2024,"24,050","0.25
▲",1.04,"23,800","24,100","23,700","569,630","13,699,601,500"
1,01/07/2024,"23,800","0.00
■■",0.00,"23,800","23,850","23,600","393,350","9,361,730,000"
2,28/06/2024,"23,800","-0.15
▼",-0.63,"23,950","24,000","23,750","575,100","13,687,380,000"
3,27/06/2024,"23,950","-0.15
▼",-0.63,"24,100","24,100","23,800","490,140","11,738,853,000"
4,26/06/2024,"24,100","0.05
▲",0.21,"24,050","24,100","23,600","1,013,510","24,425,591,000"
5,25/06/2024,"24,050","-0.05
▼",-0.21,"24,100","24,200","23,900","669,840","16,109,652,000"
6,24/06/2024,"24,100","-0.45
▼",-1.87,"24,550","24,600","23,900","1,421,530","34,258,873,000"
7,21/06/2024,"24,550","-0.25
▼",-1.02,"24,800","24,850","24,500","512,200","12,574,510,000"
8,20/06/2024,"24,800","0.15
▲",0.60,"24,650","24,850","24,400","1,017,090","25,223,832,000"
9,19/06/2024,"24,650","0.10
▲",0.41,"24,550","24,700","24,250","761,250","18,764,812,500"
10,18/06/2024,"24,550","0.00
■■",0.00,"24,550","24,700","24,400","572,460","14,053,893,000"
11,17/06/2024,"24,550","-0.05
▼",-0.20,"24,600","24,600","24,250","636,860","15,634,913,000"
12,14/06/2024,"24,600","-0.20
▼",-0.81,"24,800","24,900","24,600","1,103,800","27,153,480,000"
13,13/06/2024,"24,800","0.25
▲",1.01,"24,550","24,900","24,400","1,171,350","29,049,480,000"
14,12/06/2024,"24,550","0.40
▲",1.63,"24,150","24,550","23,900","1,038,890","25,504,749,500"
15,11/06/2024,"24,150","-0.25
▼",-1.04,"24,400","24,450","24,100","920,050","22,219,207,500"
16,10/06/2024,"24,400","-0.20
▼",-0.82,"24,600","24,700","24,300","767,090","18,716,996,000"
17,07/06/2024,"24,600","0.25
▲",1.02,"24,350","24,650","24,300","588,710","14,482,266,000"
18,06/06/2024,"24,350","0.00
■■",0.00,"24,350","24,500","24,300","802,770","19,547,449,500"
19,05/06/2024,"24,350","-0.15
▼",-0.62,"24,500","24,750","24,300","1,078,520","26,261,962,000"
20,04/06/2024,"24,500","-0.30
▼",-1.22,"24,800","24,800","24,450","972,220","23,819,390,000"
21,03/06/2024,"24,800","0.15
▲",0.60,"24,650","24,950","24,600","1,624,270","40,281,896,000"
22,31/05/2024,"24,650","-0.05
▼",-0.20,"24,700","25,300","24,650","1,112,240","27,416,716,000"
23,30/05/2024,"29,400","0.15
▲",0.51,"29,250","29,400","28,850","1,311,110","38,546,634,000"
24,29/05/2024,"29,250","-0.40
▼",-1.37,"29,650","29,750","29,250","1,344,700","39,332,475,000"
25,28/05/2024,"29,650","0.20
▲",0.67,"29,450","29,700","29,300","1,068,670","31,686,065,500"
26,27/05/2024,"29,450","0.20
▲",0.68,"29,250","29,850","29,250","753,550","22,192,047,500"
27,24/05/2024,"29,250","0.80
▲",2.74,"28,450","30,200","28,250","3,384,820","99,005,985,000"
28,23/05/2024,"28,450","0.50
▲",1.76,"27,950","28,500","28,000","1,044,970","29,729,396,500"
29,22/05/2024,"27,950","-0.25
▼",-0.89,"28,200","28,250","27,900","928,310","25,946,264,500"
30,21/05/2024,"28,200","-0.05
▼",-0.18,"28,250","28,300","27,850","1,082,400","30,523,680,000"
31,20/05/2024,"28,250","0.00
■■",0.00,"28,250","28,550","28,200","933,330","26,366,572,500"
32,17/05/2024,"28,250","0.00
■■",0.00,"28,250","28,400","28,200","850,410","24,024,082,500"
33,16/05/2024,"28,250","0.55
▲",1.95,"27,700","28,400","27,800","3,020,380","85,325,735,000"
34,15/05/2024,"27,700","-0.05
▼",-0.18,"27,750","27,850","27,700","780,340","21,615,418,000"
35,14/05/2024,"27,750","0.05
▲",0.18,"27,700","27,900","27,650","447,060","12,405,915,000"
36,13/05/2024,"27,700","0.00
■■",0.00,"27,700","28,000","27,650","555,120","15,376,824,000"
37,10/05/2024,"27,700","0.10
▲",0.36,"27,600","27,700","27,450","490,980,000","13,600,146,000,000"
38,09/05/2024,"27,600","0.05
▲",0.18,"27,550","27,800","27,500","410,090","11,318,484,000"
39,08/05/2024,"27,550","-0.10
▼",-0.36,"27,650","27,650","27,300","403,770","11,123,863,500"
40,02/05/2024,"27,000","0.15
▲",0.56,"26,850","27,150","26,800","479,790","12,954,330,000"
41,26/04/2024,"26,850","0.05
▲",0.19,"26,800","27,000","26,600","544,400","14,617,140,000"
42,25/04/2024,"26,800","-0.25
▼",-0.93,"27,050","27,050","26,750","514,160","13,779,488,000"
43,24/04/2024,"27,050","0.40
▲",1.48,"26,650","27,100","26,700","668,120","18,072,646,000"
44,23/04/2024,"26,650","-0.15
▼",-0.56,"26,800","26,950","26,550","854,050","22,760,432,500"
45,22/04/2024,"26,800","0.20
▲",0.75,"26,600","26,950","26,700","631,370","16,920,716,000"
46,19/04/2024,"26,600","-0.15
▼",-0.56,"26,750","26,800","26,450","1,086,250","28,894,250,000"
47,17/04/2024,"26,750","-0.40
▼",-1.50,"27,150","27,250","26,750","1,047,970","28,033,197,500"
48,16/04/2024,"27,150","0.30
▲",1.10,"26,850","27,150","26,750","1,735,040","47,106,336,000"
49,15/04/2024,"26,850","-1.15
▼",-4.28,"28,000","28,000","26,850","1,625,380","43,641,453,000"
50,12/04/2024,"28,000","0.85
▲",3.04,"27,150","28,000","27,000","976,760","27,349,280,000"
51,11/04/2024,"27,150","0.05
▲",0.18,"27,100","27,150","26,900","1,128,650","30,642,847,500"
52,10/04/2024,"27,200","-0.10
▼",-0.37,"27,300","27,600","27,100","468,380","12,739,936,000"
53,09/04/2024,"27,300","0.15
▲",0.55,"27,150","27,300","27,050","537,150","14,664,195,000"
54,08/04/2024,"27,150","0.00
■■",0.00,"27,150","27,250","26,950","686,930","18,650,149,500"
55,05/04/2024,"27,350","-0.20
▼",-0.73,"27,550","27,400","27,100","901,200","24,647,820,000"
56,04/04/2024,"27,550","-0.45
▼",-1.63,"28,000","28,050","27,550","1,115,590","30,734,504,500"
57,03/04/2024,"28,000","-0.40
▼",-1.43,"28,400","28,400","27,900","1,019,940","28,558,320,000"
58,02/04/2024,"28,400","-0.05
▼",-0.18,"28,450","28,400","27,900","1,040,970","29,563,548,000"
59,01/04/2024,"28,450","-0.05
▼",-0.18,"28,500","28,500","28,100","617,490","17,567,590,500"
60,29/03/2024,"28,500","0.15
▲",0.53,"28,350","28,650","28,150","1,348,980","38,445,930,000"
61,28/03/2024,"28,350","0.35
▲",1.23,"28,000","28,600","28,200","1,242,340","35,220,339,000"
62,27/03/2024,"28,000","0.05
▲",0.18,"27,950","28,050","27,600","595,820","16,682,960,000"
63,26/03/2024,"27,950","0.45
▲",1.61,"27,500","27,950","27,350","628,350","17,562,382,500"
64,25/03/2024,"27,500","-0.65
▼",-2.36,"28,150","28,050","27,500","1,018,710","28,014,525,000"
65,22/03/2024,"28,150","0.15
▲",0.53,"28,000","28,950","27,900","2,267,620","63,833,503,000"
66,21/03/2024,"28,000","0.50
▲",1.79,"27,500","28,000","27,550","1,281,820","35,890,960,000"
67,20/03/2024,"27,500","0.65
▲",2.36,"26,850","27,700","26,800","1,400,240","38,506,600,000"
68,19/03/2024,"26,850","-0.05
▼",-0.19,"26,900","27,050","26,750","712,130","19,120,690,500"
69,18/03/2024,"26,900","-0.45
▼",-1.67,"27,350","27,350","26,700","1,411,930","37,980,917,000"
70,15/03/2024,"27,350","0.10
▲",0.37,"27,250","27,400","27,000","782,280","21,395,358,000"
71,14/03/2024,"27,250","-0.40
▼",-1.47,"27,650","27,600","27,050","822,430","22,411,217,500"
72,13/03/2024,"27,650","0.90
▲",3.25,"26,750","27,650","26,750","893,530","24,706,104,500"
73,12/03/2024,"26,750","0.00
■■",0.00,"26,750","26,850","26,600","831,260","22,236,205,000"
74,11/03/2024,"26,750","-0.30
▼",-1.12,"27,050","27,100","26,650","1,201,580","32,142,265,000"
75,08/03/2024,"27,050","-0.45
▼",-1.66,"27,500","27,650","27,000","2,301,700","62,260,985,000"
76,07/03/2024,"27,500","-0.35
▼",-1.27,"27,850","27,700","27,400","1,016,580","27,955,950,000"
77,06/03/2024,"27,700","-0.25
▼",-0.90,"27,950","28,150","27,550","704,120","19,504,124,000"
78,05/03/2024,"27,950","0.15
▲",0.54,"27,800","28,000","27,550","633,260","17,699,617,000"
79,04/03/2024,"27,800","0.00
■■",0.00,"27,800","28,200","27,400","1,321,650","36,741,870,000"
80,01/03/2024,"27,800","-0.20
▼",-0.72,"28,000","28,000","27,550","1,019,380","28,338,764,000"
81,29/02/2024,"28,000","0.00
■■",0.00,"28,000","28,250","27,700","995,140","27,863,920,000"
82,28/02/2024,"28,000","0.40
▲",1.43,"27,600","28,000","27,550","1,046,080","29,290,240,000"
83,27/02/2024,"27,600","0.10
▲",0.36,"27,500","27,700","27,350","1,205,480","33,271,248,000"
84,26/02/2024,"27,500","0.20
▲",0.73,"27,300","27,700","27,100","978,560","26,910,400,000"
85,23/02/2024,"27,300","-0.35
▼",-1.28,"27,650","28,400","27,300","2,597,560","70,913,388,000"
86,22/02/2024,"27,650","-0.05
▼",-0.18,"27,700","27,750","27,500","740,180","20,465,977,000"
87,21/02/2024,"27,700","0.15
▲",0.54,"27,550","27,900","27,400","1,025,190","28,397,763,000"
88,20/02/2024,"27,550","-0.15
▼",-0.54,"27,700","27,750","27,350","731,640","20,156,682,000"
89,19/02/2024,"27,700","0.10
▲",0.36,"27,600","27,700","27,200","1,185,690","32,843,613,000"
90,16/02/2024,"27,600","0.40
▲",1.45,"27,200","27,600","27,300","949,540","26,207,304,000"
91,15/02/2024,"27,200","-0.80
▼",-2.94,"28,000","28,400","27,200","1,424,430","38,744,496,000"
92,07/02/2024,"28,000","0.15
▲",0.54,"27,850","28,200","27,850","1,189,390","33,302,920,000"
93,06/02/2024,"27,850","0.05
▲",0.18,"27,800","27,900","27,650","544,730","15,170,730,500"
94,05/02/2024,"27,800","1.55
▲",5.58,"26,250","28,000","26,150","2,812,140","78,177,492,000"
95,02/02/2024,"26,250","0.25
▲",0.95,"26,000","26,300","25,850","1,452,920","38,139,150,000"
96,01/02/2024,"26,000","0.25
▲",0.96,"25,750","26,100","25,700","628,110","16,330,860,000"
97,31/01/2024,"25,750","-0.20
▼",-0.78,"25,950","26,100","25,550","1,215,810","31,307,107,500"
98,30/01/2024,"25,950","0.00
■■",0.00,"25,950","26,200","25,900","637,900","16,553,505,000"
99,29/01/2024,"25,950","-0.35
▼",-1.35,"26,300","26,500","25,950","927,660","24,072,777,000"
100,19/01/2024,"25,950","0.35
▲",1.35,"25,600","25,950","25,650","1,277,130","33,141,523,500"
101,18/01/2024,"25,600","0.20
▲",0.78,"25,400","25,750","25,350","961,130","24,604,928,000"
102,17/01/2024,"25,400","0.00
■■",0.00,"25,400","25,800","25,350","971,430","24,674,322,000"
103,16/01/2024,"25,400","0.10
▲",0.39,"25,300","25,550","25,050","1,238,020","31,445,708,000"
104,15/01/2024,"25,300","-0.50
▼",-1.98,"25,800","26,000","25,300","1,171,930","29,649,829,000"
105,12/01/2024,"25,800","0.55
▲",2.13,"25,250","26,200","25,050","2,556,120","65,947,896,000"
106,11/01/2024,"25,250","0.00
■■",0.00,"25,250","25,750","25,150","993,350","25,082,087,500"
107,10/01/2024,"25,250","0.25
▲",0.99,"25,000","25,500","25,000","1,760,330","44,448,332,500"
108,09/01/2024,"25,000","-0.35
▼",-1.40,"25,350","25,350","24,950","1,544,950","38,623,750,000"
109,08/01/2024,"25,350","-0.10
▼",-0.39,"25,450","25,750","25,200","1,238,960","31,407,636,000"
110,05/01/2024,"25,450","0.15
▲",0.59,"25,300","25,450","25,050","927,210","23,597,494,500"
111,04/01/2024,"25,300","0.30
▲",1.19,"25,000","25,650","25,100","2,358,780","59,677,134,000"
112,03/01/2024,"25,000","0.55
▲",2.20,"24,450","25,000","24,250","980,340","24,508,500,000"
113,02/01/2024,"24,450","0.55
▲",2.25,"23,900","24,750","23,950","1,388,350","33,945,157,500"
114,29/12/2023,"23,900","0.15
▲",0.63,"23,750","24,100","23,800","919,510","21,976,289,000"
115,28/12/2023,"23,750","0.45
▲",1.89,"23,300","23,950","23,300","1,051,300","24,968,375,000"
116,27/12/2023,"23,300","0.05
▲",0.21,"23,250","23,400","23,200","486,600","11,337,780,000"
117,26/12/2023,"23,250","-0.10
▼",-0.43,"23,350","23,400","23,250","572,880","13,319,460,000"
118,25/12/2023,"23,350","0.15
▲",0.64,"23,200","23,450","23,200","758,240","17,704,904,000"
119,22/12/2023,"23,200","-0.05
▼",-0.22,"23,250","23,300","23,200","451,000","10,463,200,000"
120,21/12/2023,"23,250","0.05
▲",0.22,"23,200","23,250","23,050","708,270","16,467,277,500"
121,20/12/2023,"23,200","0.15
▲",0.65,"23,050","23,250","23,050","885,910","20,553,112,000"
122,19/12/2023,"23,050","0.25
▲",1.08,"22,800","23,100","22,800","1,147,090","26,440,424,500"
123,18/12/2023,"22,800","0.05
▲",0.22,"22,750","22,800","22,650","638,800","14,564,640,000"
124,15/12/2023,"22,750","0.25
▲",1.10,"22,500","22,850","22,550","618,910","14,080,202,500"
125,14/12/2023,"22,500","0.00
■■",0.00,"22,500","22,750","22,300","694,570","15,627,825,000"
126,13/12/2023,"22,300","-0.20
▼",-0.90,"22,500",0,0,"392,980","8,763,454,000"
127,12/12/2023,"22,500","0.10
▲",0.44,"22,400","22,500","22,300","322,820","7,263,450,000"
128,11/12/2023,"22,400","0.00
■■",0.00,"22,400","22,500","22,250","227,440","5,094,656,000"
129,08/12/2023,"22,400","0.00
■■",0.00,"22,400","22,550","22,300","381,250","8,540,000,000"
130,07/12/2023,"22,400","0.10
▲",0.45,"22,300","22,500","22,200","723,760","16,212,224,000"
131,06/12/2023,"22,300","0.15
▲",0.67,"22,150","22,300","22,000","279,190","6,225,937,000"
132,05/12/2023,"22,150","-0.15
▼",-0.68,"22,300","22,450","22,050","355,750","7,879,862,500"
133,04/12/2023,"22,300","0.35
▲",1.57,"21,950","22,450","22,000","904,100","20,161,430,000"
134,01/12/2023,"21,950","-0.10
▼",-0.46,"22,050","22,300","21,950","573,470","12,587,666,500"
135,30/11/2023,"21,950","-0.10
▼",-0.46,"22,050","22,300","21,950","524,360","11,509,702,000"
136,29/11/2023,"22,050","0.15
▲",0.68,"21,900","22,350","22,000","482,880","10,647,504,000"
137,28/11/2023,"21,900","0.05
▲",0.23,"21,850","22,100","21,700","418,710","9,169,749,000"
138,27/11/2023,"21,850","-0.20
▼",-0.92,"22,050","22,100","21,850","325,900","7,120,915,000"
139,24/11/2023,"22,000","-0.20
▼",-0.91,"22,200","22,300","21,950","550,990","12,121,780,000"
140,23/11/2023,"22,200","-0.50
▼",-2.25,"22,700","22,750","22,200","518,190","11,503,818,000"
141,22/11/2023,"22,700","0.10
▲",0.44,"22,600","22,750","22,350","439,240","9,970,748,000"
142,21/11/2023,"22,600","0.10
▲",0.44,"22,500","22,800","22,500","371,100","8,386,860,000"
143,20/11/2023,"22,500","-0.20
▼",-0.89,"22,700","22,950","22,150","1,020,760","22,967,100,000"
144,17/11/2023,"22,700","-0.60
▼",-2.64,"23,300","23,400","22,550","1,235,040","28,035,408,000"
145,16/11/2023,"23,300","0.05
▲",0.21,"23,250","23,400","23,100","808,090","18,828,497,000"
146,15/11/2023,"23,250","0.55
▲",2.37,"22,700","23,500","22,950","3,233,340","75,175,155,000"
147,14/11/2023,"22,700","0.25
▲",1.10,"22,450","22,900","22,450","1,030,120","23,383,724,000"
148,13/11/2023,"22,450","0.05
▲",0.22,"22,400","22,600","22,200","341,530","7,667,348,500"
149,10/11/2023,"22,400","-0.15
▼",-0.67,"22,550","22,600","22,250","504,770","11,306,848,000"
150,09/11/2023,"22,550","-0.25
▼",-1.11,"22,800","22,900","22,550","476,390","10,742,594,500"
151,08/11/2023,"22,800","0.70
▲",3.07,"22,100","22,900","22,050","791,190","18,039,132,000"
152,07/11/2023,"22,100","-0.10
▼",-0.45,"22,200","22,250","22,100","232,540","5,139,134,000"
153,06/11/2023,"22,200","0.15
▲",0.68,"22,050","22,350","22,100","378,910","8,411,802,000"
154,03/11/2023,"22,050","-0.25
▼",-1.13,"22,300","22,400","22,050","488,540","10,772,307,000"
155,02/11/2023,"22,300","0.70
▲",3.14,"21,600","22,300","21,600","514,810","11,480,263,000"
156,01/11/2023,"21,600","0.20
▲",0.93,"21,400","21,650","21,350","483,280","10,438,848,000"
157,31/10/2023,"21,350","0.05
▲",0.23,"21,300","21,400","21,250","26,900","574,315,000"
158,30/10/2023,"21,300","-0.25
▼",-1.17,"21,550","21,650","21,300","385,650","8,214,345,000"
159,27/10/2023,"21,550","0.45
▲",2.09,"21,100","21,700","21,200","318,090","6,854,839,500"
160,26/10/2023,"21,100","-0.80
▼",-3.79,"21,900","21,750","20,950","1,259,340","26,572,074,000"
161,25/10/2023,"21,900","0.00
■■",0.00,"21,900","22,250","21,900","248,720","5,446,968,000"
162,24/10/2023,"21,900","0.10
▲",0.46,"21,800","22,100","21,800","255,070","5,586,033,000"
163,23/10/2023,"21,800","-0.10
▼",-0.46,"21,900","22,100","21,700","239,830","5,228,294,000"
164,20/10/2023,"21,900","0.10
▲",0.46,"21,800","22,100","21,800","367,030","8,037,957,000"
165,19/10/2023,"21,800","-0.25
▼",-1.15,"22,050","22,150","21,800","620,930","13,536,274,000"
166,18/10/2023,"22,050","-0.40
▼",-1.81,"22,450","22,450","22,050","620,880","13,690,404,000"
167,17/10/2023,"22,450","-0.15
▼",-0.67,"22,600","22,650","22,450","365,750","8,211,087,500"
168,16/10/2023,"22,600","-0.05
▼",-0.22,"22,650","22,700","22,400","421,980","9,536,748,000"
169,13/10/2023,"22,650","-0.05
▼",-0.22,"22,700","22,700","22,500","469,180","10,626,927,000"
170,12/10/2023,"22,700","0.00
■■",0.00,"22,700","22,900","22,500","563,380","12,788,726,000"
171,11/10/2023,"22,700","-0.10
▼",-0.44,"22,800","22,800","22,550","284,450","6,457,015,000"
172,10/10/2023,"22,800","0.30
▲",1.32,"22,500","22,850","22,500","653,510","14,900,028,000"
173,09/10/2023,"22,500","0.70
▲",3.11,"21,800","22,550","21,700","897,800","20,200,500,000"
174,06/10/2023,"21,800","0.20
▲",0.92,"21,600","21,900","21,550","244,080","5,320,944,000"
175,05/10/2023,"21,600","0.00
■■",0.00,"21,600","21,950","21,600","335,070","7,237,512,000"
176,04/10/2023,"21,600","0.00
■■",0.00,"21,600","21,700","21,500","317,830","6,865,128,000"
177,03/10/2023,"21,600","-0.30
▼",-1.39,"21,900","21,900","21,600","550,760","11,896,416,000"
178,02/10/2023,"21,900","0.05
▲",0.23,"21,850","21,950","21,700","380,930","8,342,367,000"
179,29/09/2023,"21,850","0.10
▲",0.46,"21,750","22,050","21,800","233,870","5,110,059,500"
180,28/09/2023,"21,750","-0.25
▼",-1.15,"22,000","22,000","21,700","499,180","10,857,165,000"
181,27/09/2023,"22,000","0.10
▲",0.45,"21,900","22,000","21,750","568,500","12,507,000,000"
182,26/09/2023,"21,900","-0.10
▼",-0.46,"22,000","22,250","21,850","940,420","20,595,198,000"
183,22/09/2023,"22,300","-0.10
▼",-0.45,"22,400","22,500","22,100","979,300","21,838,390,000"
184,21/09/2023,"22,400","-0.05
▼",-0.22,"22,450","22,550","22,350","542,600","12,154,240,000"
185,20/09/2023,"22,450","0.15
▲",0.67,"22,300","22,550","22,250","529,470","11,886,601,500"
186,19/09/2023,"22,300","-0.15
▼",-0.67,"22,450","22,600","22,250","807,940","18,017,062,000"
187,18/09/2023,"22,450","-0.20
▼",-0.89,"22,650","22,650","22,300","436,300","9,794,935,000"
188,15/09/2023,"22,700","0.25
▲",1.10,"22,450","22,750","22,450","217,280","4,932,256,000"
189,14/09/2023,"22,450","-0.10
▼",-0.45,"22,550","22,800","22,400","619,200","13,901,040,000"
190,13/09/2023,"22,550","-0.20
▼",-0.89,"22,750","22,800","22,450","693,880","15,646,994,000"
191,12/09/2023,"22,750","0.40
▲",1.76,"22,350","22,750","22,200","668,150","15,200,412,500"
192,11/09/2023,"22,350","-0.40
▼",-1.79,"22,750","22,900","22,250","1,053,590","23,547,736,500"
193,08/09/2023,"22,750","-0.15
▼",-0.66,"22,900","22,950","22,700","552,580","12,571,195,000"
194,07/09/2023,"22,900","-0.05
▼",-0.22,"22,950","23,150","22,750","985,490","22,567,721,000"
195,06/09/2023,"22,950","0.20
▲",0.87,"22,750","22,950","22,600","477,810","10,965,739,500"
196,05/09/2023,"22,750","0.15
▲",0.66,"22,600","23,050","22,650","762,680","17,350,970,000"
197,31/08/2023,"22,600","0.15
▲",0.66,"22,450","22,600","22,450","720,660","16,286,916,000"
198,30/08/2023,"22,450","0.40
▲",1.78,"22,050","22,500","22,050","722,210","16,213,614,500"
199,29/08/2023,"22,050","0.00
■■",0.00,"22,050","22,200","21,950","577,470","12,733,213,500"
200,28/08/2023,"22,050","0.10
▲",0.45,"21,950","22,100","21,950","515,630","11,369,641,500"
201,25/08/2023,"21,950","-0.10
▼",-0.46,"22,050","22,050","21,850","537,820","11,805,149,000"
202,24/08/2023,"22,050","0.20
▲",0.91,"21,850","22,250","21,850","531,110","11,710,975,500"
203,23/08/2023,"21,850","-0.20
▼",-0.92,"22,050","22,300","21,850","554,430","12,114,295,500"
204,22/08/2023,"22,050","0.05
▲",0.23,"22,000","22,150","21,600","906,790","19,994,719,500"
205,21/08/2023,"22,000","0.10
▲",0.45,"21,900","22,200","21,850","797,480","17,544,560,000"
206,18/08/2023,"21,900","-0.80
▼",-3.65,"22,700","22,700","21,900","2,045,140","44,788,566,000"
207,17/08/2023,"22,700","-0.20
▼",-0.88,"22,900","23,000","22,700","1,012,050","22,973,535,000"
208,16/08/2023,"22,900","0.05
▲",0.22,"22,850","23,050","22,800","839,700","19,229,130,000"
209,15/08/2023,"22,850","-0.20
▼",-0.88,"23,050","23,250","22,850","645,870","14,758,129,500"
210,14/08/2023,"23,050","0.15
▲",0.65,"22,900","23,050","22,800","1,043,950","24,063,047,500"
211,11/08/2023,"22,900","0.00
■■",0.00,"22,900","23,000","22,600","915,740","20,970,446,000"
212,10/08/2023,"22,900","-0.30
▼",-1.31,"23,200","23,350","22,900","1,269,200","29,064,680,000"
213,09/08/2023,"23,200","-0.20
▼",-0.86,"23,400","23,600","23,150","1,555,590","36,089,688,000"
214,08/08/2023,"23,400","-0.35
▼",-1.50,"23,750","23,900","23,300","1,526,630","35,723,142,000"
215,07/08/2023,"23,750","-0.65
▼",-2.74,"24,400","24,050","23,600","2,808,570","66,703,537,500"
216,04/08/2023,"24,400","0.95
▲",3.89,"23,450","24,400","23,250","1,867,230","45,560,412,000"
217,03/08/2023,"23,450","0.35
▲",1.49,"23,100","23,500","23,000","1,700,660","39,880,477,000"
218,02/08/2023,"23,100","0.25
▲",1.08,"22,850","23,150","22,800","1,240,610","28,658,091,000"
219,01/08/2023,"22,850","-0.10
▼",-0.44,"22,950","23,250","22,750","1,371,420","31,336,947,000"
220,31/07/2023,"22,950","0.75
▲",3.27,"22,200","22,950","22,450","1,920,600","44,077,770,000"
221,28/07/2023,"22,200","0.05
▲",0.23,"22,150","22,400","22,050","861,020","19,114,644,000"
222,27/07/2023,"22,150","-0.15
▼",-0.68,"22,300","22,350","22,050","720,770","15,965,055,500"
223,26/07/2023,"22,300","0.00
■■",0.00,"22,300","22,450","22,200","596,720","13,306,856,000"
224,25/07/2023,"22,300","0.25
▲",1.12,"22,050","22,500","22,000","1,370,390","30,559,697,000"
225,24/07/2023,"22,050","-0.05
▼",-0.23,"22,100","22,200","21,950","675,990","14,905,579,500"
226,21/07/2023,"22,100","0.10
▲",0.45,"22,000","22,100","21,900","667,940","14,761,474,000"
227,20/07/2023,"22,000","0.00
■■",0.00,"22,000","22,050","21,900","628,460","13,826,120,000"
228,19/07/2023,"22,000","0.00
■■",0.00,"22,000","22,150","21,950","955,230","21,015,060,000"
229,18/07/2023,"22,000","0.00
■■",0.00,"22,000","22,000","21,850","678,040","14,916,880,000"
230,17/07/2023,"22,000","0.00
■■",0.00,"22,000","22,050","21,900","653,350","14,373,700,000"
231,14/07/2023,"22,000","0.00
■■",0.00,"22,000","22,100","21,800","689,770","15,174,940,000"
232,13/07/2023,"22,000","0.15
▲",0.68,"21,850","22,000","21,800","674,110","14,830,420,000"
233,12/07/2023,"21,850","-0.15
▼",-0.69,"22,000","22,200","21,800","518,500","11,329,225,000"
234,11/07/2023,"22,000","0.05
▲",0.23,"21,950","22,300","21,950","884,850","19,466,700,000"
235,10/07/2023,"21,950","0.25
▲",1.14,"21,700","22,100","21,700","903,200","19,825,240,000"
236,07/07/2023,"21,700","0.00
■■",0.00,"21,700","21,750","21,500","714,280","15,499,876,000"
237,06/07/2023,"21,700","-0.25
▼",-1.15,"21,950","22,000","21,650","642,440","13,940,948,000"
238,05/07/2023,"21,950","-0.05
▼",-0.23,"22,000","22,100","21,950","812,440","17,833,058,000"
239,04/07/2023,"22,000","-0.05
▼",-0.23,"22,050","22,050","21,900","434,660","9,562,520,000"
240,03/07/2023,"22,050","0.00
■■",0.00,"22,050","22,100","21,950","402,990","8,885,929,500"
241,30/06/2023,"22,050","0.15
▲",0.68,"21,900","22,050","21,800","511,790","11,284,969,500"
242,29/06/2023,"21,900","-0.40
▼",-1.83,"22,300","22,400","21,900","815,120","17,851,128,000"
243,28/06/2023,"22,300","0.10
▲",0.45,"22,200","22,400","22,100","823,020","18,353,346,000"
244,27/06/2023,"22,200","-0.05
▼",-0.23,"22,250","22,550","22,200","561,990","12,476,178,000"
245,26/06/2023,"22,250","0.35
▲",1.57,"21,900","22,500","22,000","1,178,460","26,220,735,000"
246,23/06/2023,"21,900","0.25
▲",1.14,"21,650","21,900","21,600","1,143,320","25,038,708,000"
247,22/06/2023,"21,650","-0.05
▼",-0.23,"21,700","21,900","21,650","797,320","17,261,978,000"
248,21/06/2023,"21,700","0.05
▲",0.23,"21,650","21,700","21,550","548,210","11,896,157,000"
249,20/06/2023,"21,650","0.00
■■",0.00,"21,650","21,700","21,500","563,760","12,205,404,000"
250,19/06/2023,"21,650","-0.15
▼",-0.69,"21,800","21,850","21,600","465,870","10,086,085,500"
251,16/06/2023,"21,800","0.10
▲",0.46,"21,700","22,100","21,600","1,441,050","31,414,890,000"
252,15/06/2023,"21,700","0.05
▲",0.23,"21,650","21,700","21,550","540,590","11,730,803,000"
253,14/06/2023,"21,650","0.05
▲",0.23,"21,600","21,900","21,600","803,050","17,386,032,500"
254,13/06/2023,"21,600","0.15
▲",0.69,"21,450","21,600","21,400","796,950","17,214,120,000"
255,12/06/2023,"21,450","-0.10
▼",-0.47,"21,550","21,650","21,350","428,540","9,192,183,000"
256,09/06/2023,"21,550","-0.05
▼",-0.23,"21,600","21,650","21,300","746,410","16,085,135,500"
257,08/06/2023,"21,600","-0.25
▼",-1.16,"21,850","21,900","21,600","967,700","20,902,320,000"
258,07/06/2023,"21,850","0.05
▲",0.23,"21,800","22,000","21,800","917,810","20,054,148,500"
259,06/06/2023,"21,800","0.05
▲",0.23,"21,750","21,850","21,700","994,120","21,671,816,000"
260,05/06/2023,"21,750","-0.05
▼",-0.23,"21,800","22,150","21,650","1,384,280","30,108,090,000"
261,02/06/2023,"21,800","0.40
▲",1.83,"21,400","22,100","21,450","1,503,000","32,765,400,000"
262,01/06/2023,"21,400","0.20
▲",0.93,"21,200","21,750","21,250","1,276,120","27,308,968,000"
263,31/05/2023,"25,400","0.20
▲",0.79,"25,200","25,400","25,000","2,915,350","74,049,890,000"
264,30/05/2023,"25,200","0.05
▲",0.20,"25,150","25,300","25,000","2,259,560","56,940,912,000"
